Sentence,Sentiment
Coca cola nýn son reklamý ve Turkcell in son reklamý: çok benzemelerine raðmen tek ortak noktalarý Ýkisininde reklam olmasý ;),2
kalan sms:1980  bitiþ tarihi:8ocak -OÇSUN TURKCELL,1
ozaman faturalarýda paylaþalým turkcell'le nede olsa hayat paylaþýnca güzel:),1
#2012tahminleri Turkcell'deki sesli komut anlama sistemi hayatýn her alanýna yayýlacak.,0
Hele turkcell ne kaziklamis bizi yillarca!,1
#BuKutudaNeVar  yayýnda inanýlmaz VIZILTI var..teknik masa..lütfen çözün.....,1
Sayfamýzý begenen 80.müþterimize TURKCELL'den 1 aylýk FACEBOOK Paketi PDA STORE'dan BEDAVA,0
891.000 Abone kaybýndan sonra elinde ki 532 li hatlarý bedava daðýtmaya baþladý :)) Yazýk sana caným yaa! Çaresizliðin son noktasý,1
saol sana da :-),0
Sormayýn yaa! Hata ettim sanýrým. Neyse ki taahhüdüm yok. Geçerim tekrar Turkcell'e... :),0
Ýstanbul'un ortasýnda bizim evde ve dershanede telefon çekmiyor.Nerde  in çekim gücü?,1
Turkcell T20. Bilmem kullnisli. Al,2
"madem ''hayat paylaþýnca güzel la la la'' Sertab'cýðým,Demir'in numarasýný versene.",2
Bu anlamlý günde Sherlock'a gidilirdi zaten. Hatta bûtün seanslar Turkcell'in kampanyasýndan dolayý dolmadý. #Happy39thDavidJudeLaw,2
turkcell e gel,0
bugün senden hiç mesaj gelmedi. çok merak ediyorum iyi misin? her sabahýn köründe senden gelen mesajlarla uyanmaya alýþmýþtým.,1
Özturkcell reklamý fena komedi,0
Serhat ile baðlan hayata,2
iþin gücün dalavere yeminlee,1
"ôyle deðil iste, kýsmen belki:)) anlatýrým geldigimde ayrýntýlarý. Turkcell hattim hala iptal:(",1
bir kez daha turkcell superonline firmasýna lanet okuyorum rezil internet için  #superonline,1
"27 aðustos, Turkcell tarife bitiþi. dokuz yýl önceki 250 tl yi bir türlü unutamadým. ihanet edersem belki unutabilirim",1
Biri adsl icin ozel kufurler ariyorum ve tabiki iyi ki varsin turkcell,0
"Önce bedava dakikan bitti dedin, sonra hiç eksilmeyen bir 589 dk. verdin, þimdi de 55 dakikan kaldý diyorsun.N'apmaya çalýþýyorsun Turkcell?",1
iPhone 4S ayda 99 liraya bugün satýþa çýktý:  Avea ve Turkcell bugün satýþýna baþlanacak iPhone 4S için kontratl...,2
"Charlene Li: ""Hem þirket içinde hem de dýþýnda, paylaþan bir sosyal kültür oluþturmalýsýnýz."" #PazarlamaKonferansi Hayat paylaþýnca güzel :)",2
"Bende tam 00.00 kim beni dusunuyor demistim ki, turkcell mesaj atti. Canim.",1
110 mb lýk internet kullanýmýna 105 tl fiyat geçiren turkcell itiraz edince geriye dönük tarifelendirme yapýp ücreti 7 liraya düþürdü,1
superonline cok iyi,0
"ben 3,5G hýzýndayým ve çok memnunum. Teþekkürler Turkcell :))",0
#YeniYilKararlarim bumesajý RTyapan tüm turkcell kullanýcýlarýna masaustu takvimi bizden...#benimutlueden #2012hayallerim,2
"Ben güvenli internet hizmetinden faydalanmak için superonline yetkililerini aradým,  onlar ise müracatý kurumunuz yapmalý",2
telefondan mesaj atamýyorum ki sana yaa turkcell'e geçmelisin :),0
#3kelimeyle2011 þamata gýrgýr eðlence :D,2
Numaraný Turkcell'e taþýmanýn tam zamaný! 20 TL yükle aylýk her yöne 250 dakika bedava konuþma kazaniyorsun :) duyduk duymadik demeyin :D,0
"O zaman bi daha sen de öyle davranma, sen ataydýn o da iyiydi. Hem turkcell neyine yetmiyo :(",0
emme benimki Turkcell olanlar düþünsün:))),0
"ooo hani paylaþým ruhu, hani yardýmlaþma, yok yok, yardýmseverlik yerlerde, sanat destek sýfýr,bi kiþide gnç turkcell þifresini paylaþmadý:(",2
timelineda bilgi kirliligi. Her sabahki cakma pozitif tonla gunaydin ile esdeger.,1
Ekin 4 ay sonra turkcell oldu seneyede bbm actirir artik :D,2
Selocan ile kumru form Ortaköy .....,2
"turkcellmuzik hoþ olmuþ, güzel olmuþ, çok da güzel ve çok hoþ olmuþ",0
gorsun  nolcak :),2
KADÝRLE BAÐLAN HAYATA  :=)),0
2000 yilinda kullandigim  mail hesabina 30 tl fatira yansitan superonline..alah belanizi versin diyorum,1
Turkcell'deyim þimdi. Karþýlaþýrýz bi'yerlerde ;),0
Bugun superonline musteri hizmetlerindeki butun erkeklerle konustum hepsi canim cigerim kuzu sarmam biber dolmam :*,2
bu ay ki turkcell faturam yine katlanmýþ :) akordeon misali :D,1
#3kelimeyle2011 Turkcell'le baðlan hayata.,2
madem cihaz yok elinizde ne diye kampanya yapýyosunuz ki 4S kara borsa hiç bir yerde yok!,1
o degilde Turkcell nasil sayfasini yurt disindakilere kilitlemis ona yaniyorum ;(,1
#WePromote RT Turkcell 4 Çeker ! - Orda Durumlar Nasýl Sertap ? ¦ + Tecavüze Uðradým hakan ama Olsunn .. Hayat P...,2
Beter ol turkcell böyle biþey warmý engellede neymiþ,1
olur bir gün olur oda olur :)  gerçi bana turkcel beni acil ara diye mesaj atýyorlar hoþ ya hal hatýr soran yok,2
2 dakikada bir kesilen sevgili superonline beni çýldýrtma lütfen...,1
#turkcellmuzik Bengü Hiç bitmesinn bu   seni çok seviyorummm türkcell çok teþkkürler bize böyle bir aný yaþattýgýn için,0
"""Pahali olunca kaliteli oluyormus"" diyor uyduruk bir operator. Ben de parasi neyse veririm, her yerde ceker, konusurum"" diyorum.",0
dun Turkcelle tepkilerimizden sonra bugün Turkcell twittera sponsor olmuþ. Ne tesadüf deðil mi ? :),0
Hayat paylaþýnca Güzel:),0
Maðaza Müdürü: Akademi Iletisim A.S. - Tekirdað - * Turkcell satýþ süreç ve araçlarýný etkin bir þekilde kullaný...,2
cimbomum ne yaptý bgn bea ;) 4 çeker tarife,2
":)) 1,5 saat ise süper.. Normalde atatürkden gidiyorum ama turkcell sunexpress kampanyasýndan yararlandým ucuza geldi baya :)))",0
ya varya Allah'tan durexte falan çalýþmýyosun.,1
telefon aldým turkcell'den vodafone'a çevrmek için bi þifre vermeleri lazýmmýþ ama kaç saattir yok. Çok sinir oldum kuzu ya.,1
Ýste sihirli cumleler;Turkcell beni sesimden tanir ve aveada sifrem sesimde sakli,2
MÝY-Ankaragücü Maçý Esnasýnda Turkcell Maç Skorunun Saçma Sapan 4 Defa Göndermiþ Olduðu fb 1- Trabzonspor 0...,2
"Ekonomi sayfalarýnda 2011’de öne çýkan markalar belli oldu. Birinci THY, ikinci Turkcell, üçüncü Ziraat Bankasý oldu.",0
Parayla 'saadet' bu olsa gerek 30 dk da ulaþamadýðým Türkcell müþteri hizmetlerine 'gold üyeyim diye 2 dk da ulaþýyorum..,1
"Sayýn Baþkan,Organize san.Turkcell çaðrý merkezinin bulnduðu sokak yaz kýþ çamur.Gözünüzden kaçmýþ olabilr",2
"#SampiyonlukSarkisiDusmesinDillerden test edildi onaylandý, CÝMBOM 4 çeker ;) futbol gol atýnca güzel, la lala la lalalalalala :D",2
"Bir uzaylý gelse de Turkcell reklamlarýný izlese, müþterilerine ay sonu kol gibi fatura göndermiyor da, her sabah öperek uyandýrýyor sanýr:)",1
turkcell le O2 nun sahipleri halay cekiolar saolsun esra-evren bu yilida karla kapattik die :):),2
KAMÝL KOÇ'TAN ÖZEL TURKCELL KAMPANYASI,0
canim bizi de davet etsene bi kerecik su pazarlama konferanslarina. Biz bazarnamaci dill miyik.,2
iþ dönüþü nimbuzz la baðlan hayata ;-),0
"Müþteri temsilcisi çok önemli. Ýyi maaþ verip, çok akýllý insanlar barýndýrmalý.   ve bir çok þirket....",2
TURKCELL yaðlý kurþunlara gelesin emiiiiii,1
turkcell mobil tv ne oluyor,2
O deðil de yeniden para yüklemeden Genç Avantaja mý geçsem? Ama Turkcell kalitesi... Ama internet... Of aman ya!,0
superonline nasýl bilmem ama ttneti kesinlikle önermiyorum !,2
"#osesturkiye, sosyal medya entegrasyonu için daha o kadar çok yol var ki gidilecek.... #Turkcell #Acun",2
Sahan'in oynadigi Turkcell indirimleri olan...,2
Turkcell panolarindan fotograf almis gibi sevindim (=,0
hadý hep býrlýkte ýphone 4 e gecelým   býze sponsor olsun :),0
Lan sms paketim var kontorumu yiyosun adi turkcell pislikler,1
BÝR EVDE OLMAMASI GEREKEN 3 ÞEY...1.TURKCELL 2. DÝGÝTURK 3.KERÝZ ANTEN ÇÝÇEÐÝ,1
vapurda gazete dagitiyorsunuz. Guzel hareket de dagittirdiklarinizi iyi secmiyorsunuz galiba. Kustahlik &amp; terbiyesizlik zirvede,1
Günlükleri Vol. (bilmem kaç) Sen bu mektubu okurken ben çoktan seni terk edip buralardan gitmiþ olucam.,1
biz turkcell i takip ediyoruz da turkcell de benim sorunmu bi takip etse þu kurumsal kimliði bý keenara býraksa,1
Bu ara kimse beni arayip sormuyo turkcell mesaj attiginda sevinicek hale geldim sevgili arkadaslarima duyurulur.,1
Bugün Turkcell'e bedava ama arayacak Turkcell'li yok,1
Paylasmak guzeldir diyor ya turkcell lutfen benimle telefon faturami paylas bi aylik lutfennn lutfennnn,1
iPhone paket aboneliginiz iptal edilmistir.  Ne demek,1
#netas8argeparty HoSgeldin TeamNetas_turkcell,2
"Pembe Mezarlýk þarkýsýnýn melodisini telefonuma yüklemek istemiyorum Turkcell, beni köyümün yaðmurlarýnda yýkasýnlar.",2
Belki de de ilk kez size sonuna kadar katýlýyorm.Turkcell Acun ortaklýðý ne?Bütün gece 5 dakkada birTurkcell reklamý yayýnlanýyr,1
"kimse seneye görüþürüz esprisi yapmýyo derken,aranan kan bulundu: ""demin sms yaptým seneye kadar kullanýcam,turkcell'i fena kazýkladým.""",1
"Demokrasi iktidar tramvayýdýr, Ancak Ýktidarýn kendisi havuzlu villa, 4 çeker cip, ballý börektir.",2
"Ýþte iPhone 4S fiyatlarý!: iPhone 4S Avea, Turkcell ve Vodafone ile Türkiye'de satýþta... Ýþte tarifeler ve fiyatlar...",2
diðer hatlarýn çekmediði yerde çeken her hattýn çektiði yerde çekmeyen hatsýn sen  #Turkcell ...,1
#pazarlamakonferansi baslayacak mi? Sevgili #turkcell,2
#turkcellmuzik Yaþasýn maNga yaþasýn Turkcell «§©µ» :),0
bir noktada sinyal gucundeki azalmayi geri bildirim yaptiktan 1 gun sonra aranip ayni noktadamisiniz diye aranmak komik.,1
merhabalar Kayseri pýnarbaþý ilçesinde yaklaþýk 3 saattir servis yok,1
#parasineyseverelimde Þu turkcell reklamlarýndan kurtulalým be hacý !,1
turkcell in cekim gucu diyelim :D,0
ankarada þebeke felç farkýnda mýyýz?,1
sozde bende superonline 25 mhz kullaniyorum ama yalannn hepsi yalannn,1
evet yeniden pin alacaðým sýrf bbm için :D turkcell hat alacaðým :),0
"Hadi Yine süpersiniz, iyi sýyýrdýnýz. Iphone 4s olayýndan",0
"mesaj yollamiyor su an, sorun mu var acaba?",1
"Beyler, bayanlar bana genç Türksel þifresi verebilecek bir babayiðit veya anayiðit yok mu ?",2
"Bugün Turkcell tarafýndan çekiliþe katýldýðým için tebrik aldým. O zaman anladým ki benim için küçük insanlýk, için büyük bir adým atmýþým.",0
rahat býrakýrsa uyuyacam !,1
sertap : hayat paylasýnca güzel la la la .. Belieber : hayat paylasýnca güzel fa la la &lt;3  Ben geldim .d beðenin...,2
hemen baðlanýrsa superonline ý seçerm.bi mail atýp sorayým en iyisi :),0
#3kelimeyle2011 süper bir yýldý.,2
"Mesajini aldim, Turkcell'den de cevapladim. Arada bir bak :)",2
"#turktelekom ,ey sen lider telekom firmasý, ""beceriksiz"" ve bilgisiz bayilerin arayýp size "" #turkcell Výn"" hediye ""etcez"" diyorlar neden.!",2
benim bu gsm ile alakasýzlýðým ne olucak turkcell msj yollamýþ 75 gündür tl yüklemiyormuþum þikayetci :) elimde olsa çöpe atýcam telefonuda,1
nerde Turkcell kurumsal iletisim nerde BMW. Bosuna Turkiye'nin guvenilir markasý degiliz..,2
"turkcell in sundugu bir hizmet, ancak karekter hata sorunu vardi umarim duzeltmislerdir.",1
#turkcell sanki #avea dan çok farklý!,1
ipohe 4 üm ile alakalý TURKCELL ve GENPA ile büyük sýkýntýlarým var. nasýl çözüm bulabiliriz?,1
"O zaman evet, o baðlantý ya da DNS ile bir alakasý olabilir. Superonline arada gidip geliyor.",1
Hayat paylaþýnca güzel La laa laa laa laa laa laaa :),0
Bu servislerde enaz ikisi yalan söylüyor     2011'de en çok kullanýcý kazanan hangisi? Herkes kafasýna göre birinci,2
Laaaaaan golü yedik mobil tv de gitti!!! Ebeni turkcell ebeni ligtv!!!,1
#haber #ekonomi *'Turkcell Tebliði' Yürürlüðe Girdi  #konya,2
Seni ben Ýstanbul'un bütün semtlerinde edge çekmeyi baþarasýn diye mi sevdim ey  ?!,1
evet o.c tcell 10 aydir bole!,1
"#sondakika Süleyman Elçin - Turkcell Kurumsal Hizmetler Genel Müdür Yardýmcýsý Selen Kocabaþ, 2012 yýlýna müþter...",2
türksel adamýn kýralý ya,0
genc turkcel yeni bi kampanya baslatmis fbliler icin... Diyoki bi sktrgt :-),2
paylasmak guzel biz onunla paylasiyrz o da bizimle cihazlari paylassa da sloganin hakkini verse turkcell ;),1
"Sanýrým turkcell benden hoþlanýyor.. Sýradýþý mesajlarr , kampanyalarr , hediye dakikalarr , fýrsatlarrr . Hep bi güzellik yapma derdinde :D",0
Bi kez daha Allah belaný versin turkcell .!!!,1
...yada ceremesini ben çekiyorum. Sanýrým artýk 13 yýllýk Turkcell hizmetini deðiþtirme vakti geldi. Vadafone haklý galiba.. Pess....,1
03.15te mesaj atýp yüreðimi hoplatan turkcell'e sevgilerimi yolluyorum burdan,1
hala sorunlari cozemeZken neden reklam,1
BlackBerry seni o kadar cok seviyorki :) Hep seni ariyor. Mutluyuz seninle,0
"Ne zaman yoðun þeyler yaþasan o an bi msj gelir , atan Turkcell'dir.   #BuBoyledir",1
"Merhaba,ben sevgilinizden mesaj beklerken gelen Turkcell mesaji,bana ettiginiz kufurleri biliyorum...",1
2 yýldýr yaþadýðým sinyal problemine hala çözüm bulunamadý. Yazýklar olsun Turkcell !!!,1
bunlara bi cevap yazmayýn. görim ben sizi. gerçi siz cevap atmazsýnýz direkt dava ývýr zývýr takýlýrsýnýz bkz: incisözlük-digiturk,1
BeNce superonline,0
"þimdi ben turkcell akmerkez'e gittim, dedim ki iphone 4 istiyom, dediler ki bb var. ben de access point var mý dedim",2
internet bilgisayar kullanýmýna hakim iþ disiplinine sahip arkadaþlar aranmaktadýr    #simdikiaklimla,2
"Turkcell hayatý paylaþmaktan yorgun düþmüþtür, siz baþýnýzýn çaresine bakýn:)",1
dýtdýt dýdýt dýýýttt turkcell götüne koyayým,1
iPhone 4S’i Hangi Operatörden Almalý?: Turkcell’in ardýndan diðer operatörlerimiz de Apple’ýn yeni iPhone’u için...,2
Tabi caným o yüzden Genç Turkcell kampanyasýyla gidiyoruz sinemaya biz :)))),0
Günlükleri Vol. (bilmem kaç) Rumeli Caddesindeki abone merkezinde nakit parayla fatura ödeyemiyorum,1
Dilayla o kadar çok telefonda konuþuyoruz ki annemizden sonra þimdi de turkcell atarlanmýþ hahaha B),2
ayda 2tl o 2tl bi öðrenci için servet demek :)),2
"Charlene Li: ""Geleneksel medya için hazýrlanan içeriði alýp sosyal medyada paylaþmak sosyal medya iletiþimi deðildir."" #PazarlamaKonferansi",2
"Eðitimciler arasýnda: Ahmet Misbah Demircan, Aziz Yeniay; Prof. Nilüfer Narlý, Kanal Ýstanbul proje mimarý Dr. Sinan Genim, Süreyya Ciliv...",2
"Biri bana turkcellin sevgi sözcüklerinden yollasa ""ýy kro"" derim. Topraðým nedir ya? Kusura bakma turkcell hiç romantik deðilsin...",1
Paylaþma muhabbetinden dolayý Turkcell'in makarasýný yaptým ama vapurda gazete rafý olayý çok iyi oldu. Yancýlýk kurumu hala yaþýyor ama :),0
Bu Turkcell iyice aþtý kendini 2 dakikada 6 mesaj gönderilir mi? Ýnsan içlerinden biri baþkasýndandýr diye umutlanýyor insafsýzlaaaaar.,1
O zaman neyapiyomusuz... Turkcell le baglan hayata diyomusuz. :))),2
Eðer düzenli olarak küfür etmek istiyosan ttneti seçebilirsin ben daha geçen ay superonline geçtim çok daha iyi,0
"Superonline da telvzyon ve net bi kabloya baðlý olduðu için tv gittiði zamn net,net gittðinde ise tv gidiyo haberiniz olsun :)",1
süperonline den denemekte yarar var ... onlar özel kablo dahi döþüyorlarmýþ!,0
"is uretemedikleri ortada.. "" Avea'yla Vodafone her yerde çekiyor mu bilemem ama ikisinin de Turkcell'i hala çekemediði net.""",0
Ne oldu? 8 günde 10bin  çisi KORKUTTU mu seni?,1
&lt;3,2
"Oyle huzurluyum ki, Turkcell bile ariza cikarmadi bu kez, o derece! :))",0
dedim ve sonrasýn da bu adamlar 155'ten aradýlar ve korkulacak birþey olmadýðýný söylediler. hemen Turkcell'i arayýp bilgi aldýk ve böyle&gt;&gt;&gt;,2
yok bu kadar reklama göre uydu hýzýnda sanarsn ) #ttnet 75tl fatura oduyorum ona uyz oluyorm  superonline kurtar beni:),0
çok iyi tþk.turkcell,0
Kimbilir kaç para olacak ki ayaðýna kadar getiriyorlar ama Turkcell TÝM'de saatlerce bekletiyorlar bir iþlem için..,1
Kuzey Kýbrýs Turkcell'den anlamlý ziyaret,0
hat turkcell,2
"#sonundabudaoldu 206 ülkede günde 1,7milyar bardak içilen Coca-Cola'nýn gizli formülünü Türkiye Paz.Direktörü açýkladý!",2
avea kullanmaya devam edersen daha çoooook koparsýn. TURKCELL le baðlan hayataa :),0
sahan in oynadýðý son Turkcell reklamýna cok güldüm bsbdbdhdfnbzhgczzvzvzjddhdjdjzg,0
kabiliyet yoksunusun,1
bu boktan þeyler de beni bulur zaten aras kargo-türksel-öðrenci iþleri hepsine de ayný zamanda uðranýlmýyo ki la,1
Nil Karaibrahimgil-Gökhan Tepe...  HAYAT PAYLAÞINCA GÜZEL  DAVALIK OLDU.  via,2
"Öl turkcell, öl !",1
#hayatpaylasincaguzel : Dünyanýn özel iletiþime en çok vergi veren kerizi olmak istiyorsanýz tabii ki adresiniz Turkcell olsun! :),1
Mobil imza için beni ararmýsýnýz Turkcell... Sisteminizde kayýtlýyýmdýr herhalde... :)),2
"Kiþiyi sesiyle algýlama olayý ne komik. Az önce 3 defa ""Turkcell beni sesimden tanýr."" demek zorunda kaldým.",1
Cok firsatcisin turkcell. Cokk,1
duy bunu superonline japonyada 83mbps internet 60usd ve limitsiz! kotasýz!,1
Eskiden turkcell dýye geliyordu aramalar kurumsallara daha sonra hepsine 532 le geliyor.Korkma yabancý degýl olsa gerek :))),2
turkcell haydi gel paketi.. enfes..,0
bugünkü ruh halimle  in mükemmel çekim kalitesine küfüler yaðdýrdým.,1
karla karisik yagmur diyor Esen'cim :( aynen devam yani.. Yarin sabah turkcell update eder...,2
vodafone yap..turkcell geçiriyo çok pis..,1
note kullanmayanýn oyu makbul deðildir,2
muzýk paketý yapcaz dýyýp 10TL'ni alýp býrsey yapmayan turkcell eský sevgýlýnýzle kankýymýs kýzlar haný sovmek ýsterseniiz,1
"Bu  in benle alýp veremedigi nedir ? Ýs yerimde çekmez evimde çekmez. Bide bangir bangir reklam yapar HD ses kalitesi diye, palavra",1
#turkcellprotesto olm turkcell  e mesaj hakkký veren yerlerine sokayým senin,1
Bence hayat paylaþýnca güzel lalalalalaalaaaa,0
turkcell aldým memnun degilim,1
:-) burhanla baðlan hayata,2
müzik dinlerken sakin sakin arkadan birden þaaart yoook þuuurrrt yoook diye reklama baþlayan turkcell ve zaytung. BSG.,1
"sayýn   sað olsun beni aradýðýnýzý belirtti ama mesajla. Ýyi seneler diler saðlýk,mutluluk ve bol kazançlý bir yýl dilerim.",0
2012de ki sevgililerimi buldum: turkcell (galp) wikipedia (galp) google #finallergeliyorhaci,0
Beni bir tek dusunen turkcell ahey ahey,0
avea ya bak sen turkcell ý ne hale sokmus bunlar yuklu tazmýnat odemek ýstýyor bellý oldu artýk :):) :),1
Beným derdým Turkcell ýle degýl kvk ýle!!,2
Boþu boþuna tl mi yiyo bu turkcell ! Fck,1
"#3kelimeyle2011 enbuyuk ask, sagLlk,en cok egLence (:",2
platinum uyesiyim ve bugun dogumgunum!? hani benim divan pastam???,2
"#turkcellesavasimvar ondan kurtulalý yýllar oluyor, yaþasýn özgürlük tavsiye edilir ;) ayrýca kalite palavralarýný da býraksýnlar",1
Bugün hiç mesaj atmadýn ? Hayýrdýr küs müyüz ? Yoka rahatsýz mýsýn ?,1
"2 gundur ""teknik ariza"" sebebiyle evde internet yok.Tebrikler #TTNET Biraz bekle superonline buraya fiber ag ceksin gorusucez senle.Saygilar",0
